datetime,Car_volume,2W_volume,3W_volume,Bus_volume,LCV_volume,Truck_volume,Cyc_volume,Car_speed,2W_speed,3W_speed,Bus_speed,LCV_speed,Truck_speed,Cyc_speed
25-02-2020 09:00,317,229,125,26,6,5,3,27.551,33.251,28.243,19.795,20.963,24.725,14.674
25-02-2020 09:30,366,236,138,16,5,4,2,23.116,29.476,24.021,16.875,24.658,21.204,14.835
25-02-2020 10:00,303,256,118,20,3,2,2,22.277,29.867,28.361,19.176,22.131,14.516,13.918
25-02-2020 10:30,253,215,136,20,4,3,1,25.568,37.448,25.763,17.532,18.493,16.598,12.108
25-02-2020 11:00,231,151,84,26,12,4,3,30.682,37.088,29.476,20.393,23.356,21.543,12
25-02-2020 17:00,294,139,89,12,7,5,1,30.822,33.92,27.439,20.393,22.881,22.131,13.043
25-02-2020 17:30,320,155,79,19,10,5,4,26.062,33.75,29.095,17.397,22.041,20.03,12.981
25-02-2020 18:00,290,166,89,15,7,1,6,25.376,34.439,31.106,16.667,19.622,20.769,9.184
25-02-2020 18:30,357,190,78,20,3,1,1,17.308,27.108,22.575,14.181,16.168,13.366,6.959
25-02-2020 19:00,295,168,66,16,3,3,1,22.131,28.97,24.635,16.423,17.763,15.517,14.362
25-02-2020 09:00,211,101,72,22,3,2,3,32.335,32.927,27,15.385,21.012,19.495,13.333
25-02-2020 09:30,212,154,86,8,5,2,2,25.234,40,23.478,12.357,22.689,22.131,15.789
25-02-2020 10:00,229,136,91,17,5,5,3,25.234,31.765,21.176,13.5,25.592,20,15.084
25-02-2020 10:30,193,184,87,17,8,3,4,27.411,32.727,19.149,14.754,22.979,20.074,14.286
25-02-2020 11:00,196,186,97,22,3,3,2,21.687,29.348,22.314,15.042,19.217,17.476,17.647
25-02-2020 17:00,253,213,106,17,17,8,3,23.684,27.835,23.789,12.676,21.6,19.853,14.714
25-02-2020 17:30,292,225,103,21,8,3,6,21.344,24.324,16.981,11.765,20.149,20.225,13.4
25-02-2020 18:00,305,170,90,16,9,3,6,23.276,32.53,29.348,13.953,22.222,19.424,11.441
25-02-2020 18:30,299,207,82,18,8,4,4,20.074,24.215,24.215,10.405,22.979,16.981,13.5
25-02-2020 19:00,258,106,52,13,1,0,6,25.592,31.765,26.087,12.245,23.176,21.862,13.043
26-02-2020 09:00,334,220,110,23,3,3,4,29.867,32.452,28.243,20.517,18.243,8.804,11.947
26-02-2020 09:30,317,201,123,19,6,2,4,25.962,33.75,30.822,19.97,18.367,19.565,12.054
26-02-2020 10:00,275,230,124,11,5,0,5,31.542,35.904,28.125,20.074,26.733,15.698,10.305
26-02-2020 10:30,275,189,92,18,3,1,3,28.602,30.682,29.476,18.443,15.698,20.455,14.261
26-02-2020 11:00,324,202,102,15,6,6,7,22.259,23.438,25.763,20.474,14.477,18.557,12.199
26-02-2020 17:00,273,140,75,18,11,2,3,24.107,27.218,20.149,16.11,17.476,18.121,11.441
26-02-2020 17:30,273,146,66,17,6,5,6,24.635,30.134,24.107,18.443,18.409,16.603,14.674
26-02-2020 18:00,327,174,68,14,5,2,4,25.962,34.839,22.575,19.636,22.5,20.876,8.71
26-02-2020 18:30,314,180,84,13,3,2,3,25.058,35.248,23.116,14.477,20.69,16.463,12.054
26-02-2020 19:00,287,134,73,14,4,2,3,23.936,27.893,23.276,16.226,20,18.243,11.538
26-02-2020 09:00,201,118,76,12,4,1,4,30.337,32.335,27.136,16.168,26.601,25.714,14.634
26-02-2020 09:30,203,138,96,15,4,2,3,27.835,38.298,23.377,14.795,28.272,26.866,17.763
26-02-2020 10:00,234,174,128,21,5,4,2,25.837,34.395,25.962,15.084,21.344,20.377,11.765
26-02-2020 10:30,286,161,105,18,2,1,1,17.705,29.348,25.234,15.836,23.684,26.601,16.413
26-02-2020 11:00,241,181,93,17,2,4,0,28.421,30.857,27.551,11.973,24.107,19.78,13.235
26-02-2020 17:00,252,163,77,22,16,5,2,28.125,33.962,31.214,13.636,26.601,20.532,12.796
26-02-2020 17:30,295,199,89,17,15,1,4,27,28.272,25.352,13.671,22.881,26.866,10.169
26-02-2020 18:00,327,194,95,20,10,0,5,29.189,29.032,25.592,12.471,15.562,18.305,13.74
26-02-2020 18:30,249,195,75,22,9,2,8,26.471,27.692,23.684,13.171,25.116,18.43,13.534
26-02-2020 19:00,263,178,88,15,1,0,9,22.979,25.234,23.581,14.4,21.429,15,16.119
27-02-2020 09:00,309,202,115,14,6,2,16,34.264,39.706,35.526,18.493,22.817,17.532,12.898
27-02-2020 09:30,320,270,119,15,3,2,4,20.225,29.476,26.892,14.568,18.493,19.471,14.754
27-02-2020 10:00,356,212,112,18,4,2,6,26.892,35.526,27.664,19.636,27.551,22.314,10.858
27-02-2020 10:30,271,213,101,14,6,1,4,25.665,32.297,31.84,16.364,16.564,14.362,17.881
27-02-2020 11:00,220,176,99,19,5,2,6,30.269,28.361,25.376,21.26,19.853,20.611,6.876
27-02-2020 17:00,232,126,74,24,7,3,7,29.867,38.793,26.367,17.749,22.011,25.472,16.718
27-02-2020 17:30,348,172,77,28,7,2,1,23.038,24.501,20.403,21.204,28.723,18.947,11.638
27-02-2020 18:00,322,155,80,16,2,4,5,26.367,31.542,28.723,15.283,25.714,17.197,16.135
27-02-2020 18:30,347,178,91,17,7,2,1,18.802,30.405,21.687,16.265,15.254,21.429,12.939
27-02-2020 19:00,269,127,58,13,2,2,3,22.575,32.609,26.471,16.168,25.472,21.429,14.674
27-02-2020 09:00,206,108,58,13,2,2,5,32.66,42.19,30.45,13.73,23.08,21.43,15.93
27-02-2020 09:30,210,119,70,20,3,3,1,30.22,38.57,28.13,15.34,22.69,28.72,21.09
27-02-2020 10:00,201,171,69,14,4,4,3,28.12,44.02,30.22,12.78,22.38,24.55,14.84
27-02-2020 10:30,237,194,96,22,2,4,2,31.15,34.84,33.47,16.17,21.95,21.43,8.92
27-02-2020 11:00,274,171,100,22,5,3,1,33.75,37.16,30.45,16.17,19.57,20.22,12.86
27-02-2020 17:00,305,190,96,17,11,2,4,27.93,28.32,29.89,12.82,26.13,23.48,14.67
27-02-2020 17:30,229,231,70,19,2,6,5,26.3,37.5,30.68,15.44,28.12,25.23,14.23
27-02-2020 18:00,347,193,79,21,0,1,8,22.88,27.74,25.31,14.3,16.53,9.06,14.59
27-02-2020 18:30,300,206,98,18,9,1,6,23.28,32.66,19.57,13.19,21.77,16.9,13.02
27-02-2020 19:00,289,176,63,7,1,2,6,31.09,37.5,29.14,13.11,23.82,23.28,16.77
28-02-2020 09:00,252,186,101,18,3,2,6,26.265,35.526,30.822,19.795,25.155,21.094,14.026
28-02-2020 09:30,399,244,119,16,7,5,9,23.684,34.974,27.108,18.392,20.642,21.6,12.617
28-02-2020 10:00,274,240,105,22,7,2,3,25.281,33.088,31.991,16.718,24,18.243,17.197
28-02-2020 10:30,257,213,119,15,4,3,1,27.439,28.243,29.476,14.901,29.348,16.168,13.433
28-02-2020 11:00,253,182,109,19,4,3,3,28.846,37.709,30.682,14.634,25.472,20.532,16.463
28-02-2020 17:00,204,109,60,18,8,3,6,25.962,37.088,24.021,25.714,22.131,18.161,10.609
28-02-2020 17:30,308,172,83,14,4,3,3,24.215,30.042,25.592,14.99,20.455,15.698,11.134
28-02-2020 18:00,269,162,75,12,4,2,0,24.107,28.361,26.68,16.833,22.5,18,12
28-02-2020 18:30,244,140,60,14,5,2,3,18.145,9.643,21.739,13.882,18.75,17.161,11.947
28-02-2020 19:00,226,138,63,9,6,5,3,24.194,35.714,31.395,17.089,23.143,19.853,14.136
28-02-2020 09:00,189,93,38,32,4,2,2,29.605,31.25,21.429,14.547,25.962,22.314,13.918
28-02-2020 09:30,165,126,87,20,2,2,5,30.822,37.293,27.328,15.607,21.6,22.101,18
28-02-2020 10:00,237,176,94,13,3,2,1,30.963,40.663,21.028,8.755,23.684,10.266,14.136
28-02-2020 10:30,224,191,88,15,5,3,1,26.367,33.582,25.862,12.95,21.892,25.633,15.169
28-02-2020 11:00,223,175,99,21,5,3,1,28.602,30.543,29.605,14.063,22.351,25,10.887
28-02-2020 17:00,128,52,29,17,17,6,1,2.453,6.109,5.05,1.794,2.252,5.853,12.5
28-02-2020 17:30,311,218,71,26,14,1,0,25.763,29.444,26.367,13.527,20.149,19.708,13.682
28-02-2020 18:00,317,196,76,12,8,5,5,31.991,39.017,30.269,13.882,24.107,20.27,13.811
28-02-2020 18:30,306,184,71,19,11,2,1,8.501,14.803,13.473,7.998,10.757,8.599,13.235
28-02-2020 19:00,283,167,50,11,5,2,6,25.376,26.892,28.97,16.833,24.398,18.881,9.31
