datetime,3W_speed
28-02-2020 08:40,31.395
28-02-2020 08:45,24.885
28-02-2020 08:50,29.221
28-02-2020 08:55,31.106
28-02-2020 09:00,21.429
28-02-2020 09:05,25.962
28-02-2020 09:10,30.269
28-02-2020 09:15,24.658
28-02-2020 09:20,28.125
28-02-2020 09:25,26.892
28-02-2020 09:30,27.328
28-02-2020 09:35,33.251
28-02-2020 09:40,28.243
28-02-2020 09:45,23.936
28-02-2020 09:50,31.533
28-02-2020 09:55,20.393
28-02-2020 10:00,21.028
28-02-2020 10:05,26.471
28-02-2020 10:10,28.846
28-02-2020 10:15,30.134
28-02-2020 10:20,29.476
28-02-2020 10:25,20.331
28-02-2020 10:30,25.862
28-02-2020 10:35,31.25
28-02-2020 10:40,27.328
28-02-2020 10:45,28.332
28-02-2020 10:50,26.265
28-02-2020 10:55,28.481
28-02-2020 11:00,29.605
28-02-2020 16:35,2.754
28-02-2020 16:40,3.695
28-02-2020 16:45,2.715
28-02-2020 16:50,1.959
28-02-2020 16:55,1.603
28-02-2020 17:00,5.05
28-02-2020 17:05,16.364
28-02-2020 17:10,11.578
28-02-2020 17:15,11.175
28-02-2020 17:20,11.441
28-02-2020 17:25,27.664
28-02-2020 17:30,26.367
28-02-2020 17:35,26.471
28-02-2020 17:40,19.014
28-02-2020 17:45,26.575
28-02-2020 17:50,27
28-02-2020 17:55,30
28-02-2020 18:00,30.269
28-02-2020 18:05,23.276
28-02-2020 18:10,25.187
28-02-2020 18:15,29.605
28-02-2020 18:20,13.314
28-02-2020 18:25,15.033
28-02-2020 18:30,13.473
28-02-2020 18:35,28.602
28-02-2020 18:40,32.609
28-02-2020 18:45,29.573
28-02-2020 18:50,30.134
28-02-2020 18:55,23.196
28-02-2020 19:00,28.97
